Byte,Hop Count ,Source ,,Destination ,,Type ,TTL Type ,Next Hop ,,Distance ,Battery, Neighbour ,Address 1,,N-Battery,Address 1,,RSSI,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery
43,9,0,12,0,1,2,98,0,1,1,85,10,0,6,255,0,1,255,0,9,248,0,8,252,0,15,253,0,7,252,0,14,252,0,5,252,0,13,252,0,3,253,0,0,0
19,9,0,10,0,1,2,96,0,1,3,86,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9,0,15,0,1,2,98,0,1,1,83,10,0,7,255,0,14,255,0,5,250,0,13,252,0,11,253,0,3,253,0,12,253,0,1,252,0,4,253,0,8,253,0,0,0
46,1,0,3,0,1,2,98,0,1,1,83,11,0,12,255,0,6,255,0,1,250,0,2,253,0,9,252,0,8,253,0,7,253,0,15,252,0,14,252,0,5,253,0,13,252
19,1,0,10,0,1,2,96,0,1,3,83,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,8,0,1,2,98,0,1,1,79,11,0,15,255,0,7,255,0,14,249,0,5,252,0,13,253,0,3,252,0,12,252,0,6,252,0,1,253,0,2,252,0,9,252
43,1,0,15,0,1,2,98,0,1,1,77,10,0,7,255,0,14,255,0,5,248,0,13,253,0,3,252,0,11,252,0,12,252,0,1,252,0,8,252,0,4,252,0,0,0
46,1,0,7,0,1,2,98,0,1,1,77,11,0,14,255,0,13,255,0,3,249,0,12,253,0,6,253,0,1,253,0,2,252,0,16,253,0,9,252,0,8,252,0,15,252
34,1,0,5,0,1,2,98,0,1,1,78,7,0,3,255,0,12,255,0,1,249,0,8,253,0,4,252,0,15,253,0,14,252,0,0,0,0,0,0,0,0,0,0,0,0
34,1,0,5,0,1,2,98,0,1,1,75,7,0,3,255,0,12,255,0,1,249,0,8,253,0,4,253,0,15,253,0,14,253,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,13,0,1,2,98,0,1,1,75,11,0,3,255,0,12,255,0,6,249,0,1,253,0,2,252,0,16,253,0,9,253,0,8,253,0,15,252,0,7,252,0,14,253
43,1,0,15,0,1,2,98,0,1,1,72,10,0,7,255,0,14,255,0,5,249,0,13,252,0,3,253,0,11,252,0,12,252,0,1,253,0,4,252,0,8,252,0,0,0
46,1,0,7,0,1,2,98,0,1,1,72,11,0,14,255,0,13,255,0,3,250,0,12,253,0,6,253,0,1,252,0,2,252,0,16,253,0,9,253,0,8,252,0,15,253
46,1,0,14,0,1,2,98,0,1,1,72,11,0,5,255,0,13,255,0,3,249,0,12,253,0,6,252,0,1,253,0,2,252,0,9,253,0,8,253,0,15,252,0,7,253
46,1,0,3,0,1,2,98,0,1,1,72,11,0,12,255,0,6,255,0,1,250,0,2,253,0,9,253,0,8,253,0,15,252,0,7,252,0,14,252,0,5,253,0,13,253
22,1,0,11,0,1,2,98,0,1,1,73,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,10,0,1,2,96,0,1,3,73,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,4,0,1,2,98,0,1,1,70,4,0,15,255,0,5,255,0,11,249,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,8,0,1,2,98,0,1,1,68,11,0,15,255,0,7,255,0,5,249,0,14,252,0,13,252,0,3,253,0,12,252,0,6,252,0,1,253,0,2,253,0,9,253
43,2,0,15,0,1,2,97,0,1,1,70,10,0,7,255,0,5,255,0,14,249,0,13,252,0,3,253,0,11,253,0,12,252,0,1,252,0,4,252,0,8,252,0,0,0
43,2,0,12,0,1,2,98,0,1,1,70,10,0,6,255,0,1,255,0,9,248,0,8,253,0,15,252,0,7,252,0,5,253,0,14,253,0,13,252,0,3,252,0,0,0
25,2,0,16,0,1,2,97,0,1,2,70,4,0,7,255,0,13,255,0,10,249,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,4,0,1,2,98,0,1,1,68,4,0,15,255,0,5,255,0,11,250,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,8,0,1,2,98,0,1,1,66,11,0,7,255,0,15,255,0,5,249,0,14,253,0,13,253,0,3,253,0,12,253,0,6,252,0,1,252,0,2,253,0,9,253
25,2,0,16,0,1,2,97,0,1,2,68,4,0,7,255,0,13,255,0,10,250,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,8,0,1,2,98,0,1,1,63,11,0,15,255,0,7,255,0,5,248,0,14,252,0,13,252,0,3,253,0,12,253,0,6,253,0,1,253,0,2,253,0,9,252
46,2,0,3,0,1,2,98,0,1,1,65,11,0,12,255,0,6,255,0,1,249,0,2,253,0,9,253,0,8,252,0,7,252,0,15,252,0,5,252,0,14,252,0,13,253
22,3,0,11,0,1,2,98,0,1,1,65,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,15,249,0,7,253,0,5,252,0,14,253,0,13,252,0,3,252,0,12,253,0,11,252,0,0,0
34,3,0,5,0,1,2,98,0,1,1,62,7,0,14,255,0,3,255,0,12,248,0,1,252,0,4,252,0,8,253,0,15,253,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,14,0,1,2,98,0,1,1,62,11,0,13,255,0,3,255,0,12,250,0,6,252,0,1,252,0,2,252,0,9,253,0,8,252,0,7,253,0,15,252,0,5,253
43,3,0,12,0,1,2,98,0,1,1,62,10,0,6,255,0,1,255,0,9,249,0,8,253,0,7,252,0,15,252,0,5,253,0,14,253,0,13,253,0,3,252,0,0,0
37,3,0,6,0,1,2,97,0,1,2,62,8,0,2,255,0,9,255,0,8,249,0,7,253,0,14,253,0,13,252,0,3,252,0,12,252,0,0,0,0,0,0,0,0,0
46,3,0,7,0,1,2,98,0,1,1,59,11,0,15,255,0,14,255,0,13,249,0,3,253,0,12,252,0,6,253,0,1,252,0,2,252,0,16,253,0,9,252,0,8,253
46,3,0,14,0,1,2,98,0,1,1,59,11,0,13,255,0,3,255,0,12,248,0,6,252,0,1,252,0,2,253,0,9,253,0,8,253,0,15,253,0,7,253,0,5,253
46,3,0,3,0,1,2,98,0,1,1,59,11,0,12,255,0,6,255,0,1,249,0,2,253,0,9,253,0,8,252,0,15,252,0,7,252,0,5,253,0,14,253,0,13,252
22,2,0,11,0,1,2,98,0,1,1,60,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,10,0,1,2,96,0,1,3,60,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,13,0,1,2,98,0,1,1,57,11,0,3,255,0,12,255,0,6,248,0,1,252,0,2,252,0,16,252,0,9,253,0,8,253,0,15,252,0,7,252,0,14,252
37,2,0,6,0,1,2,97,0,1,2,57,8,0,2,255,0,9,255,0,8,249,0,7,253,0,14,252,0,13,253,0,3,253,0,12,252,0,0,0,0,0,0,0,0,0
40,2,0,1,0,1,2,100,0,1,0,255,9,0,4,255,0,15,255,0,7,249,0,5,252,0,14,253,0,13,253,0,3,252,0,12,253,0,11,253,0,0,0,0,0,0
40,3,0,2,0,1,2,97,0,1,2,54,9,0,16,255,0,9,255,0,8,248,0,7,253,0,14,252,0,13,253,0,3,253,0,6,253,0,10,253,0,0,0,0,0,0
25,3,0,16,0,1,2,97,0,1,2,55,4,0,7,255,0,13,255,0,10,249,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,15,0,1,2,98,0,1,1,52,10,0,7,255,0,5,255,0,14,249,0,13,252,0,3,253,0,12,253,0,11,253,0,1,252,0,4,252,0,8,252,0,0,0
46,3,0,3,0,1,2,98,0,1,1,52,11,0,12,255,0,6,255,0,1,249,0,2,252,0,9,252,0,8,252,0,15,253,0,7,253,0,5,252,0,14,252,0,13,253
46,3,0,7,0,1,2,98,0,1,1,49,11,0,14,255,0,13,255,0,3,249,0,12,252,0,6,252,0,1,253,0,2,253,0,16,253,0,9,252,0,8,252,0,15,253
43,3,0,12,0,1,2,98,0,1,1,49,10,0,6,255,0,1,255,0,9,248,0,8,253,0,15,252,0,7,253,0,5,252,0,14,253,0,13,253,0,3,252,0,0,0
40,3,0,2,0,1,2,97,0,1,2,49,9,0,16,255,0,9,255,0,8,248,0,7,253,0,14,252,0,13,252,0,3,252,0,6,252,0,10,252,0,0,0,0,0,0
25,3,0,16,0,1,2,97,0,1,2,50,4,0,7,255,0,13,255,0,10,248,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,0,9,0,1,2,97,0,1,2,49,8,0,8,255,0,7,255,0,14,249,0,13,252,0,3,252,0,12,252,0,6,252,0,2,253,0,0,0,0,0,0,0,0,0
46,3,0,7,0,1,2,98,0,1,1,46,11,0,14,255,0,13,255,0,3,248,0,12,253,0,6,253,0,1,253,0,2,252,0,16,253,0,9,253,0,8,253,0,15,252
43,3,0,12,0,1,2,98,0,1,1,47,10,0,6,255,0,1,255,0,9,250,0,8,253,0,15,253,0,7,253,0,5,253,0,14,252,0,13,253,0,3,252,0,0,0
25,3,0,4,0,1,2,98,0,1,1,45,4,0,15,255,0,5,255,0,11,250,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,0,9,0,1,2,97,0,1,2,44,8,0,8,255,0,7,255,0,14,248,0,13,253,0,3,253,0,6,253,0,2,253,0,12,252,0,0,0,0,0,0,0,0,0
25,4,0,4,0,1,2,98,0,1,1,42,4,0,15,255,0,5,255,0,11,249,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4,0,13,0,1,2,98,0,1,1,41,11,0,3,255,0,12,255,0,6,250,0,1,253,0,2,253,0,16,253,0,9,252,0,8,252,0,15,252,0,7,253,0,14,253
37,4,0,6,0,1,2,97,0,1,2,42,8,0,2,255,0,9,255,0,8,249,0,7,252,0,14,252,0,13,253,0,3,253,0,12,253,0,0,0,0,0,0,0,0,0
46,4,0,14,0,1,2,98,0,1,1,39,11,0,13,255,0,3,255,0,12,250,0,6,253,0,1,253,0,2,253,0,9,253,0,8,253,0,15,253,0,7,252,0,5,252
43,4,0,12,0,1,2,98,0,1,1,39,10,0,6,255,0,1,255,0,9,249,0,8,253,0,15,252,0,7,253,0,5,252,0,14,253,0,13,253,0,3,252,0,0,0
43,4,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,15,249,0,7,252,0,5,252,0,14,252,0,13,252,0,3,252,0,11,252,0,12,253,0,0,0
46,4,0,7,0,1,2,98,0,1,1,36,11,0,14,255,0,13,255,0,3,249,0,12,253,0,6,253,0,1,252,0,2,253,0,16,253,0,9,252,0,15,253,0,8,253
46,4,0,14,0,1,2,98,0,1,1,36,11,0,13,255,0,3,255,0,12,249,0,6,252,0,1,252,0,2,252,0,9,252,0,15,253,0,8,253,0,7,252,0,5,252
43,4,0,15,0,1,2,98,0,1,1,34,10,0,7,255,0,8,255,0,5,249,0,14,253,0,13,253,0,3,252,0,11,252,0,12,252,0,1,252,0,4,252,0,0,0
46,4,0,7,0,1,2,98,0,1,1,33,11,0,8,255,0,14,255,0,13,248,0,3,252,0,12,252,0,6,253,0,1,253,0,2,252,0,16,253,0,9,252,0,15,252
46,5,0,14,0,1,2,98,0,1,1,34,11,0,13,255,0,3,255,0,12,249,0,6,253,0,1,252,0,2,252,0,9,252,0,15,252,0,7,253,0,8,252,0,5,253
46,5,0,13,0,1,2,98,0,1,1,34,11,0,3,255,0,12,255,0,6,249,0,1,253,0,2,253,0,16,253,0,9,253,0,15,253,0,7,252,0,8,253,0,14,252
40,5,0,2,0,1,2,97,0,1,2,34,9,0,16,255,0,9,255,0,7,249,0,8,253,0,14,252,0,13,252,0,3,253,0,6,253,0,10,252,0,0,0,0,0,0
37,5,0,6,0,1,2,97,0,1,2,34,8,0,2,255,0,9,255,0,7,249,0,8,252,0,14,252,0,13,253,0,3,253,0,12,252,0,0,0,0,0,0,0,0,0
25,5,0,4,0,1,2,98,0,1,1,32,4,0,5,255,0,11,255,0,1,249,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,0,8,0,1,2,98,0,1,1,30,11,0,5,255,0,14,255,0,13,248,0,3,253,0,12,253,0,6,252,0,1,253,0,2,253,0,9,253,0,15,253,0,7,253
46,5,0,14,0,1,2,98,0,1,1,31,11,0,13,255,0,3,255,0,12,250,0,6,252,0,1,252,0,2,253,0,9,253,0,15,252,0,7,253,0,8,252,0,5,253
46,5,0,13,0,1,2,98,0,1,1,31,11,0,3,255,0,12,255,0,6,248,0,1,253,0,2,253,0,16,252,0,9,253,0,15,252,0,7,252,0,8,253,0,14,253
43,5,0,15,0,1,2,98,0,1,1,29,10,0,7,255,0,4,255,0,8,249,0,5,253,0,14,253,0,13,252,0,3,253,0,11,252,0,12,253,0,1,253,0,0,0
43,5,0,12,0,1,2,98,0,1,1,29,10,0,6,255,0,1,255,0,9,249,0,15,253,0,7,253,0,8,252,0,5,253,0,14,253,0,13,252,0,3,253,0,0,0
43,5,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,4,248,0,8,252,0,5,253,0,14,252,0,13,253,0,3,252,0,11,252,0,12,252,0,0,0
46,5,0,13,0,1,2,98,0,1,1,26,11,0,3,255,0,12,255,0,6,249,0,1,252,0,2,252,0,16,252,0,9,252,0,15,253,0,7,252,0,8,252,0,14,253
37,6,0,9,0,1,2,97,0,1,2,26,8,0,7,255,0,8,255,0,14,248,0,13,252,0,3,252,0,6,253,0,12,252,0,2,253,0,0,0,0,0,0,0,0,0
19,6,0,10,0,1,2,96,0,1,3,27,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,6,0,3,0,1,2,98,0,1,1,24,11,0,6,255,0,12,255,0,1,250,0,2,253,0,9,252,0,15,253,0,7,253,0,8,252,0,5,252,0,14,253,0,13,253
25,6,0,16,0,1,2,97,0,1,2,24,4,0,7,255,0,13,255,0,10,250,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,6,0,6,0,1,2,97,0,1,2,24,8,0,12,255,0,2,255,0,9,248,0,7,253,0,8,252,0,14,253,0,13,252,0,3,253,0,0,0,0,0,0,0,0,0
46,6,0,13,0,1,2,98,0,1,1,21,11,0,3,255,0,6,255,0,12,249,0,1,252,0,2,253,0,16,252,0,9,253,0,15,252,0,7,252,0,8,252,0,14,253
46,6,0,3,0,1,2,98,0,1,1,21,11,0,6,255,0,12,255,0,1,248,0,2,252,0,9,252,0,15,252,0,7,252,0,8,253,0,5,253,0,14,252,0,13,252
43,6,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,8,255,0,4,249,0,7,252,0,5,252,0,14,252,0,13,252,0,3,253,0,11,252,0,12,252,0,0,0
46,6,0,7,0,1,2,98,0,1,1,18,11,0,14,255,0,13,255,0,3,249,0,12,253,0,6,252,0,1,252,0,2,252,0,16,252,0,9,253,0,15,252,0,8,253
34,6,0,5,0,1,2,98,0,1,1,19,7,0,14,255,0,3,255,0,12,248,0,1,253,0,15,252,0,4,253,0,8,253,0,0,0,0,0,0,0,0,0,0,0,0
46,6,0,14,0,1,2,98,0,1,1,18,11,0,13,255,0,3,255,0,12,249,0,6,253,0,1,253,0,2,252,0,9,253,0,15,252,0,8,252,0,7,252,0,5,252
43,7,0,12,0,1,2,98,0,1,1,18,10,0,6,255,0,1,255,0,9,250,0,15,252,0,8,253,0,7,252,0,5,253,0,14,253,0,13,253,0,3,252,0,0,0
43,7,0,15,0,1,2,98,0,1,1,16,10,0,7,255,0,5,255,0,14,249,0,13,253,0,3,253,0,11,253,0,12,252,0,1,253,0,8,252,0,4,253,0,0,0
46,7,0,3,0,1,2,98,0,1,1,16,11,0,12,255,0,6,255,0,1,248,0,2,253,0,9,252,0,15,253,0,7,253,0,8,253,0,5,253,0,14,252,0,13,252
37,7,0,9,0,1,2,97,0,1,2,16,8,0,7,255,0,8,255,0,14,248,0,13,253,0,3,252,0,12,252,0,6,253,0,2,253,0,0,0,0,0,0,0,0,0
43,7,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,8,250,0,4,252,0,5,252,0,14,252,0,13,252,0,3,253,0,11,252,0,12,252,0,0,0
25,7,0,4,0,1,2,98,0,1,1,14,4,0,5,255,0,11,255,0,1,250,0,15,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7,0,11,0,1,2,98,0,1,1,14,3,0,1,255,0,15,255,0,4,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7,0,6,0,1,2,97,0,1,2,14,8,0,2,255,0,9,255,0,7,249,0,8,252,0,14,252,0,13,253,0,3,253,0,12,253,0,0,0,0,0,0,0,0,0
43,7,0,15,0,1,2,98,0,1,1,11,10,0,7,255,0,4,255,0,8,250,0,5,252,0,14,252,0,13,253,0,3,252,0,11,252,0,12,253,0,1,252,0,0,0
46,7,0,3,0,1,2,98,0,1,1,11,11,0,12,255,0,6,255,0,1,249,0,2,253,0,9,253,0,15,252,0,7,253,0,8,252,0,5,252,0,14,252,0,13,252
37,7,0,6,0,1,2,97,0,1,2,11,8,0,2,255,0,9,255,0,7,250,0,8,252,0,14,252,0,13,253,0,3,253,0,12,253,0,0,0,0,0,0,0,0,0
46,8,0,13,0,1,2,98,0,1,1,8,11,0,3,255,0,12,255,0,6,249,0,1,252,0,2,252,0,16,252,0,9,252,0,15,252,0,7,252,0,8,252,0,14,252
22,8,0,11,0,1,2,98,0,1,1,9,3,0,1,255,0,15,255,0,4,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,5,249,0,14,253,0,13,252,0,3,252,0,11,252,0,12,253,0,4,253,0,8,252,0,0,0
43,8,0,15,0,1,2,98,0,1,1,6,10,0,7,255,0,5,255,0,14,249,0,13,252,0,3,252,0,11,252,0,12,252,0,1,253,0,4,253,0,8,252,0,0,0
46,8,0,7,0,1,2,98,0,1,1,5,11,0,8,255,0,14,255,0,13,248,0,3,252,0,12,252,0,6,253,0,1,252,0,2,252,0,16,253,0,9,252,0,15,252
25,8,0,4,0,1,2,98,0,1,1,6,4,0,5,255,0,11,255,0,1,248,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8,0,14,0,1,2,98,0,1,1,5,11,0,13,255,0,3,255,0,12,249,0,6,253,0,1,253,0,2,253,0,9,253,0,15,253,0,7,253,0,8,253,0,5,252
22,8,0,11,0,1,2,98,0,1,1,6,3,0,1,255,0,15,255,0,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,4,249,0,8,253,0,5,253,0,14,252,0,13,252,0,3,252,0,11,252,0,12,252,0,0,0
25,8,0,4,0,1,2,98,0,1,1,4,4,0,5,255,0,11,255,0,1,250,0,15,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8,0,2,0,1,2,97,0,1,2,3,9,0,16,255,0,9,255,0,7,250,0,8,253,0,14,253,0,13,253,0,3,253,0,6,253,0,10,253,0,0,0,0,0,0
37,9,0,6,0,1,2,97,0,1,2,3,8,0,2,255,0,9,255,0,7,248,0,8,252,0,14,253,0,13,253,0,3,252,0,12,253,0,0,0,0,0,0,0,0,0
19,9,0,10,0,1,2,96,0,1,3,4,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9,0,15,0,1,2,98,0,1,1,0,10,0,7,255,0,4,255,0,8,249,0,5,252,0,14,253,0,13,252,0,12,252,0,1,252,0,11,253,0,3,253,0,0,0
34,9,0,5,0,1,2,98,0,1,1,1,7,0,14,255,0,3,255,0,12,249,0,1,253,0,15,252,0,4,252,0,8,253,0,0,0,0,0,0,0,0,0,0,0,0
46,9,0,3,0,1,2,98,0,1,1,0,11,0,12,255,0,6,255,0,1,248,0,2,253,0,9,253,0,15,252,0,7,252,0,8,253,0,5,253,0,14,252,0,13,252
34,9,0,6,0,1,2,97,0,1,2,1,7,0,2,255,0,9,255,0,7,249,0,14,253,0,13,253,0,3,252,0,12,252,0,0,0,0,0,0,0,0,0,0,0,0
13,9,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,3,0,1,2,97,0,1,1,229,11,0,5,255,0,15,255,0,14,250,0,12,252,0,1,253,0,9,253,0,2,252,0,7,253,0,8,253,0,13,253,0,6,252
43,1,0,12,0,1,2,98,0,1,1,229,10,0,1,255,0,9,255,0,7,249,0,8,252,0,13,252,0,6,253,0,14,253,0,15,253,0,3,253,0,5,253,0,0,0
40,1,0,2,0,1,2,97,0,1,2,229,9,0,16,255,0,7,255,0,8,249,0,13,252,0,6,253,0,14,253,0,3,253,0,10,252,0,9,253,0,0,0,0,0,0
37,1,0,6,0,1,2,97,0,1,2,229,8,0,14,255,0,3,255,0,12,249,0,9,252,0,2,252,0,7,252,0,8,252,0,13,253,0,0,0,0,0,0,0,0,0
25,1,0,4,0,1,2,98,0,1,1,226,4,0,15,255,0,1,255,0,11,250,0,5,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,0,5,0,1,2,98,0,1,1,226,7,0,12,255,0,1,255,0,8,249,0,4,253,0,15,252,0,14,253,0,3,252,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,7,0,1,2,98,0,1,1,224,11,0,13,255,0,14,255,0,15,248,0,6,252,0,3,252,0,12,252,0,1,253,0,16,253,0,9,253,0,2,252,0,8,252
40,1,0,15,0,1,2,98,0,1,1,224,9,0,3,255,0,11,255,0,5,248,0,1,253,0,4,253,0,8,252,0,7,252,0,13,252,0,14,252,0,0,0,0,0,0
19,1,0,10,0,1,2,96,0,1,3,224,2,0,16,255,0,2,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,8,0,1,2,98,0,1,1,221,11,0,7,255,0,15,255,0,14,248,0,13,252,0,3,252,0,12,253,0,6,252,0,5,253,0,1,253,0,9,253,0,2,252
43,1,0,12,0,1,2,98,0,1,1,221,10,0,6,255,0,5,255,0,1,250,0,9,252,0,8,253,0,7,253,0,14,252,0,15,252,0,3,253,0,13,253,0,0,0
25,1,0,16,0,1,2,97,0,1,2,221,4,0,2,255,0,7,255,0,13,249,0,10,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,0,6,0,1,2,97,0,1,2,221,8,0,9,255,0,2,255,0,8,249,0,7,252,0,14,252,0,13,253,0,3,252,0,12,252,0,0,0,0,0,0,0,0,0
43,1,0,1,0,1,2,100,0,1,0,255,10,0,8,255,0,7,255,0,4,249,0,14,252,0,13,252,0,15,252,0,3,252,0,12,253,0,11,252,0,5,253,0,0,0
19,2,0,10,0,1,2,96,0,1,3,221,2,0,16,255,0,2,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,8,0,1,2,98,0,1,1,218,11,0,7,255,0,14,255,0,13,250,0,15,252,0,3,252,0,12,253,0,5,252,0,6,253,0,1,252,0,9,253,0,2,252
25,2,0,4,0,1,2,98,0,1,1,219,4,0,15,255,0,1,255,0,11,249,0,5,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,14,0,1,2,98,0,1,1,218,11,0,13,255,0,15,255,0,3,249,0,12,253,0,5,253,0,6,252,0,1,253,0,9,253,0,2,252,0,8,253,0,7,252
40,2,0,2,0,1,2,97,0,1,2,219,9,0,9,255,0,8,255,0,7,248,0,14,252,0,13,252,0,3,252,0,6,252,0,10,252,0,16,253,0,0,0,0,0,0
19,2,0,10,0,1,2,96,0,1,3,219,2,0,16,255,0,2,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,7,0,1,2,98,0,1,1,216,11,0,14,255,0,12,255,0,15,249,0,3,253,0,13,252,0,6,252,0,1,253,0,9,252,0,16,252,0,2,252,0,8,253
46,2,0,14,0,1,2,98,0,1,1,216,11,0,7,255,0,12,255,0,15,249,0,3,253,0,13,253,0,1,253,0,9,253,0,2,252,0,8,253,0,6,253,0,5,253
22,2,0,11,0,1,2,98,0,1,1,216,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,15,0,1,2,98,0,1,1,213,10,0,12,255,0,7,255,0,14,249,0,13,253,0,3,252,0,11,252,0,5,253,0,1,252,0,8,252,0,4,252,0,0,0
46,3,0,3,0,1,2,98,0,1,1,213,11,0,6,255,0,5,255,0,1,248,0,2,252,0,9,252,0,8,252,0,15,253,0,12,252,0,14,252,0,7,252,0,13,253
40,3,0,2,0,1,2,97,0,1,2,213,9,0,9,255,0,16,255,0,8,250,0,14,253,0,7,253,0,13,252,0,3,252,0,6,253,0,10,252,0,0,0,0,0,0
37,3,0,6,0,1,2,97,0,1,2,213,8,0,9,255,0,2,255,0,8,248,0,14,253,0,7,253,0,12,252,0,13,252,0,3,253,0,0,0,0,0,0,0,0,0
