Byte,Hop Count ,Source ,,Destination ,,Type ,TTL Type ,Next Hop ,,Distance ,Battery, Neighbour ,Address 1,,N-Battery,Address 1,,RSSI,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery
46,4,0,8,0,1,2,97,0,1,1,35,11,0,15,255,0,7,255,0,5,250,0,14,253,0,13,252,0,3,252,0,12,252,0,6,253,0,1,253,0,2,253,0,9,253
22,4,0,11,0,1,2,98,0,1,1,37,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,0,16,0,1,2,97,0,1,2,37,4,0,7,255,0,13,255,0,10,249,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,0,6,0,1,2,97,0,1,2,37,8,0,2,255,0,9,255,0,7,249,0,8,253,0,14,253,0,13,253,0,3,253,0,12,252,0,0,0,0,0,0,0,0,0
43,4,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,15,255,0,7,249,0,8,252,0,5,252,0,14,253,0,13,253,0,3,253,0,11,253,0,12,252,0,0,0
46,4,0,8,0,1,2,98,0,1,1,32,11,0,5,255,0,14,255,0,13,249,0,3,253,0,12,252,0,6,253,0,1,253,0,2,252,0,9,252,0,15,252,0,7,253
46,4,0,3,0,1,2,98,0,1,1,34,11,0,12,255,0,6,255,0,1,248,0,2,252,0,9,253,0,15,252,0,7,253,0,8,253,0,5,253,0,14,253,0,13,252
22,4,0,11,0,1,2,98,0,1,1,34,3,0,1,255,0,4,255,0,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,0,9,0,1,2,97,0,1,2,34,8,0,7,255,0,8,255,0,14,249,0,13,252,0,3,252,0,12,252,0,6,253,0,2,252,0,0,0,0,0,0,0,0,0
19,5,0,10,0,1,2,96,0,1,3,34,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,0,7,0,1,2,98,0,1,1,31,11,0,8,255,0,14,255,0,13,249,0,3,253,0,12,253,0,6,252,0,1,253,0,2,253,0,16,252,0,9,252,0,15,253
46,5,0,3,0,1,2,98,0,1,1,31,11,0,12,255,0,6,255,0,1,249,0,2,252,0,9,252,0,15,253,0,7,252,0,8,253,0,5,253,0,14,252,0,13,253
22,5,0,11,0,1,2,98,0,1,1,32,3,0,1,255,0,15,255,0,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5,0,12,0,1,2,98,0,1,1,31,10,0,6,255,0,1,255,0,9,250,0,15,253,0,7,252,0,8,253,0,5,252,0,14,253,0,13,252,0,3,253,0,0,0
25,5,0,16,0,1,2,97,0,1,2,32,4,0,7,255,0,13,255,0,10,248,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,5,0,6,0,1,2,97,0,1,2,31,8,0,2,255,0,9,255,0,7,250,0,8,252,0,14,252,0,13,253,0,3,252,0,12,253,0,0,0,0,0,0,0,0,0
43,5,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,4,249,0,8,252,0,5,253,0,14,253,0,13,252,0,3,253,0,11,253,0,12,252,0,0,0
46,5,0,7,0,1,2,98,0,1,1,28,11,0,8,255,0,14,255,0,13,248,0,3,252,0,12,253,0,6,253,0,1,252,0,2,252,0,16,253,0,9,252,0,15,253
25,5,0,4,0,1,2,98,0,1,1,29,4,0,5,255,0,11,255,0,1,250,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,0,13,0,1,2,98,0,1,1,29,11,0,3,255,0,12,255,0,6,249,0,1,253,0,2,253,0,16,252,0,9,253,0,15,253,0,7,253,0,8,252,0,14,253
46,5,0,3,0,1,2,98,0,1,1,29,11,0,12,255,0,6,255,0,1,249,0,2,253,0,9,253,0,15,253,0,7,252,0,8,252,0,5,252,0,14,253,0,13,253
37,6,0,9,0,1,2,97,0,1,2,29,8,0,7,255,0,8,255,0,14,249,0,13,252,0,3,253,0,12,253,0,6,252,0,2,252,0,0,0,0,0,0,0,0,0
19,6,0,10,0,1,2,96,0,1,3,29,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,6,0,2,0,1,2,97,0,1,2,26,9,0,16,255,0,9,255,0,7,249,0,8,252,0,14,253,0,13,252,0,3,253,0,6,253,0,10,252,0,0,0,0,0,0
25,6,0,16,0,1,2,97,0,1,2,27,4,0,7,255,0,13,255,0,10,249,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,6,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,4,250,0,8,253,0,5,252,0,14,253,0,13,252,0,3,253,0,11,253,0,12,252,0,0,0
43,6,0,15,0,1,2,98,0,1,1,24,10,0,7,255,0,4,255,0,8,249,0,5,253,0,14,252,0,13,253,0,3,253,0,11,252,0,12,252,0,1,253,0,0,0
25,6,0,4,0,1,2,98,0,1,1,24,4,0,5,255,0,11,255,0,1,249,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,0,5,0,1,2,98,0,1,1,24,7,0,14,255,0,3,255,0,12,248,0,1,252,0,15,253,0,4,253,0,8,253,0,0,0,0,0,0,0,0,0,0,0,0
46,6,0,13,0,1,2,98,0,1,1,24,11,0,3,255,0,6,255,0,12,249,0,1,253,0,2,252,0,16,252,0,9,252,0,15,253,0,7,253,0,8,252,0,14,252
22,6,0,11,0,1,2,98,0,1,1,24,3,0,1,255,0,15,255,0,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,6,0,12,0,1,2,98,0,1,1,23,10,0,1,255,0,9,255,0,15,248,0,7,253,0,8,252,0,5,253,0,14,253,0,13,253,0,3,253,0,6,253,0,0,0
37,7,0,9,0,1,2,97,0,1,2,24,8,0,7,255,0,8,255,0,14,249,0,13,253,0,3,252,0,6,253,0,12,252,0,2,252,0,0,0,0,0,0,0,0,0
43,7,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,4,248,0,8,252,0,5,252,0,14,252,0,13,253,0,3,253,0,11,253,0,12,252,0,0,0
43,7,0,12,0,1,2,98,0,1,1,21,10,0,1,255,0,9,255,0,15,249,0,7,252,0,8,253,0,5,252,0,14,253,0,13,253,0,3,253,0,6,252,0,0,0
40,7,0,2,0,1,2,97,0,1,2,21,9,0,16,255,0,9,255,0,7,250,0,8,252,0,14,253,0,13,253,0,3,253,0,6,252,0,10,252,0,0,0,0,0,0
37,7,0,6,0,1,2,97,0,1,2,21,8,0,2,255,0,9,255,0,8,249,0,7,253,0,14,253,0,13,252,0,3,252,0,12,252,0,0,0,0,0,0,0,0,0
37,7,0,6,0,1,2,97,0,1,2,19,8,0,2,255,0,9,255,0,7,249,0,8,252,0,14,253,0,13,253,0,3,252,0,12,253,0,0,0,0,0,0,0,0,0
19,7,0,10,0,1,2,96,0,1,3,19,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,0,4,0,1,2,98,0,1,1,16,4,0,5,255,0,11,255,0,1,249,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,7,0,5,0,1,2,98,0,1,1,16,7,0,14,255,0,3,255,0,12,249,0,1,253,0,15,252,0,8,252,0,4,253,0,0,0,0,0,0,0,0,0,0,0,0
46,7,0,14,0,1,2,98,0,1,1,16,11,0,13,255,0,3,255,0,12,248,0,6,253,0,1,252,0,2,253,0,9,252,0,15,253,0,7,253,0,8,252,0,5,253
46,7,0,13,0,1,2,98,0,1,1,16,11,0,3,255,0,12,255,0,6,248,0,1,253,0,2,252,0,16,252,0,9,253,0,15,252,0,7,253,0,8,252,0,14,252
43,8,0,12,0,1,2,98,0,1,1,16,10,0,6,255,0,1,255,0,9,250,0,15,253,0,7,253,0,8,252,0,5,253,0,14,253,0,13,253,0,3,252,0,0,0
37,8,0,6,0,1,2,97,0,1,2,16,8,0,2,255,0,9,255,0,7,249,0,8,252,0,14,252,0,13,252,0,3,253,0,12,252,0,0,0,0,0,0,0,0,0
43,8,0,15,0,1,2,98,0,1,1,13,10,0,7,255,0,8,255,0,4,250,0,5,253,0,14,252,0,13,253,0,3,252,0,11,252,0,12,252,0,1,253,0,0,0
46,8,0,14,0,1,2,98,0,1,1,13,11,0,13,255,0,3,255,0,12,249,0,6,253,0,1,252,0,2,253,0,9,252,0,15,253,0,7,253,0,8,253,0,5,253
43,8,0,12,0,1,2,98,0,1,1,13,10,0,6,255,0,1,255,0,9,250,0,15,253,0,7,252,0,8,253,0,5,252,0,14,253,0,13,252,0,3,253,0,0,0
43,8,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,4,248,0,8,253,0,5,253,0,14,253,0,13,253,0,3,253,0,11,253,0,12,253,0,0,0
19,8,0,10,0,1,2,96,0,1,3,14,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8,0,8,0,1,2,98,0,1,1,9,11,0,5,255,0,14,255,0,13,248,0,3,253,0,12,253,0,6,252,0,1,253,0,2,253,0,9,253,0,15,253,0,7,253
46,8,0,13,0,1,2,98,0,1,1,11,11,0,3,255,0,12,255,0,6,249,0,1,253,0,2,252,0,16,253,0,9,252,0,15,252,0,7,253,0,8,253,0,14,253
43,8,0,12,0,1,2,98,0,1,1,11,10,0,6,255,0,1,255,0,9,249,0,15,252,0,7,252,0,8,252,0,5,252,0,14,252,0,13,253,0,3,253,0,0,0
25,8,0,16,0,1,2,97,0,1,2,11,4,0,7,255,0,13,255,0,10,249,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,4,250,0,8,253,0,5,252,0,14,253,0,13,252,0,3,252,0,11,252,0,12,253,0,0,0
43,9,0,15,0,1,2,98,0,1,1,8,10,0,7,255,0,4,255,0,8,250,0,5,252,0,14,253,0,13,253,0,3,252,0,11,252,0,12,252,0,1,253,0,0,0
46,9,0,14,0,1,2,98,0,1,1,8,11,0,13,255,0,3,255,0,12,250,0,6,252,0,1,253,0,2,252,0,9,252,0,15,252,0,7,252,0,8,252,0,5,252
43,9,0,12,0,1,2,98,0,1,1,8,10,0,6,255,0,1,255,0,9,249,0,15,252,0,7,253,0,8,253,0,5,252,0,14,253,0,13,252,0,3,253,0,0,0
25,9,0,16,0,1,2,97,0,1,2,9,4,0,7,255,0,13,255,0,10,249,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,9,0,10,0,1,2,96,0,1,3,9,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,9,0,8,0,1,2,98,0,1,1,4,11,0,5,255,0,14,255,0,13,250,0,3,253,0,12,252,0,6,253,0,1,253,0,2,253,0,9,252,0,15,252,0,7,253
43,9,0,12,0,1,2,98,0,1,1,6,10,0,6,255,0,1,255,0,9,249,0,15,252,0,7,252,0,8,253,0,5,253,0,14,253,0,13,253,0,3,253,0,0,0
37,9,0,9,0,1,2,97,0,1,2,6,8,0,7,255,0,8,255,0,14,249,0,13,253,0,3,252,0,12,252,0,6,252,0,2,253,0,0,0,0,0,0,0,0,0
19,9,0,10,0,1,2,96,0,1,3,6,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9,0,15,0,1,2,98,0,1,1,3,10,0,7,255,0,4,255,0,8,249,0,5,252,0,14,252,0,13,252,0,3,253,0,11,253,0,12,253,0,1,252,0,0,0
46,9,0,7,0,1,2,98,0,1,1,3,11,0,8,255,0,14,255,0,13,249,0,3,253,0,12,252,0,6,252,0,1,252,0,2,253,0,16,252,0,9,252,0,15,252
46,1,0,8,0,1,2,98,0,1,1,1,11,0,5,255,0,14,255,0,13,249,0,3,253,0,12,253,0,6,253,0,1,252,0,2,253,0,9,252,0,15,253,0,7,253
46,1,0,14,0,1,2,98,0,1,1,3,11,0,13,255,0,3,255,0,12,248,0,6,252,0,1,253,0,2,252,0,9,253,0,15,253,0,7,253,0,8,252,0,5,252
43,1,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,4,249,0,8,252,0,5,252,0,14,252,0,13,252,0,12,252,0,11,252,0,3,253,0,0,0
46,1,0,7,0,1,2,98,0,1,1,0,11,0,8,255,0,14,255,0,13,250,0,3,253,0,12,253,0,6,252,0,1,253,0,2,252,0,16,252,0,9,252,0,15,252
46,1,0,14,0,1,2,98,0,1,1,0,11,0,13,255,0,3,255,0,12,249,0,6,253,0,1,252,0,2,252,0,9,252,0,15,252,0,7,252,0,8,252,0,5,252
46,1,0,13,0,1,2,98,0,1,1,0,11,0,3,255,0,12,255,0,6,249,0,1,252,0,2,252,0,16,253,0,9,253,0,15,253,0,7,253,0,8,252,0,14,252
22,1,0,11,0,1,2,98,0,1,1,1,3,0,1,255,0,15,255,0,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,10,0,1,2,96,0,1,3,1,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,1,0,1,2,100,0,1,0,255,0]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,0,9,0,1,2,97,0,1,2,231,8,0,7,255,0,13,255,0,8,249,0,6,253,0,14,253,0,3,252,0,12,252,0,2,252,0,0,0,0,0,0,0,0,0
37,2,0,6,0,1,2,97,0,1,2,231,8,0,14,255,0,3,255,0,12,248,0,9,252,0,2,253,0,7,252,0,13,252,0,8,253,0,0,0,0,0,0,0,0,0
19,2,0,10,0,1,2,96,0,1,3,231,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,0,1,0,1,2,100,0,1,0,255,10,0,7,255,0,8,255,0,14,249,0,15,252,0,3,252,0,12,252,0,4,252,0,13,252,0,11,253,0,5,252,0,0,0
19,2,0,10,0,1,2,96,0,1,3,229,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,8,0,1,2,98,0,1,1,226,11,0,13,255,0,14,255,0,6,249,0,15,253,0,3,253,0,12,252,0,5,252,0,1,253,0,9,253,0,2,252,0,7,252
40,2,0,2,0,1,2,96,0,1,2,226,9,0,16,255,0,8,255,0,7,250,0,13,252,0,14,253,0,6,253,0,3,253,0,10,252,0,9,252,0,0,0,0,0,0
40,2,0,1,0,1,2,100,0,1,0,255,9,0,8,255,0,7,255,0,13,249,0,14,253,0,15,253,0,3,253,0,11,253,0,5,252,0,4,253,0,0,0,0,0,0
43,2,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,7,249,0,15,252,0,14,252,0,13,252,0,3,253,0,12,252,0,11,253,0,5,253,0,0,0
25,2,0,4,0,1,2,98,0,1,1,221,4,0,15,255,0,11,255,0,5,250,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,14,0,1,2,98,0,1,1,221,11,0,13,255,0,3,255,0,12,250,0,6,253,0,5,253,0,1,253,0,9,253,0,2,253,0,8,252,0,7,252,0,15,252
40,3,0,13,0,1,2,98,0,1,1,221,9,0,3,255,0,12,255,0,6,249,0,1,253,0,2,253,0,8,253,0,7,252,0,14,253,0,15,253,0,0,0,0,0,0
37,3,0,9,0,1,2,97,0,1,2,221,8,0,2,255,0,8,255,0,7,248,0,14,252,0,3,252,0,13,253,0,12,252,0,6,252,0,0,0,0,0,0,0,0,0
37,3,0,2,0,1,2,94,0,1,2,221,8,0,8,255,0,7,255,0,14,249,0,3,253,0,13,252,0,6,253,0,10,253,0,16,252,0,0,0,0,0,0,0,0,0
43,3,0,15,0,1,2,97,0,1,1,219,10,0,13,255,0,3,255,0,12,249,0,1,252,0,8,253,0,4,253,0,7,253,0,14,252,0,11,253,0,5,253,0,0,0
46,3,0,13,0,1,2,98,0,1,1,219,11,0,15,255,0,3,255,0,12,250,0,6,253,0,1,252,0,16,253,0,9,253,0,2,252,0,8,253,0,7,253,0,14,253
37,3,0,6,0,1,2,97,0,1,2,219,8,0,9,255,0,2,255,0,8,250,0,14,252,0,7,252,0,12,253,0,3,252,0,13,253,0,0,0,0,0,0,0,0,0
46,3,0,8,0,1,2,98,0,1,1,216,11,0,14,255,0,7,255,0,12,250,0,15,253,0,3,253,0,13,253,0,1,253,0,9,252,0,2,253,0,6,253,0,5,253
43,3,0,15,0,1,2,98,0,1,1,216,10,0,3,255,0,13,255,0,11,250,0,5,253,0,1,253,0,8,253,0,7,253,0,4,252,0,14,252,0,12,252,0,0,0
46,2,0,3,0,1,2,98,0,1,1,216,11,0,13,255,0,1,255,0,9,249,0,2,253,0,8,252,0,7,252,0,14,253,0,15,253,0,12,252,0,6,253,0,5,252
34,2,0,5,0,1,2,98,0,1,1,216,7,0,1,255,0,8,255,0,4,248,0,14,253,0,15,253,0,12,252,0,3,252,0,0,0,0,0,0,0,0,0,0,0,0
37,2,0,9,0,1,2,97,0,1,2,216,8,0,2,255,0,8,255,0,7,248,0,14,253,0,12,253,0,13,252,0,3,252,0,6,253,0,0,0,0,0,0,0,0,0
25,2,0,16,0,1,2,97,0,1,2,216,4,0,2,255,0,7,255,0,13,249,0,10,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,7,0,1,2,98,0,1,1,213,11,0,14,255,0,13,255,0,3,248,0,6,253,0,1,252,0,2,253,0,9,252,0,16,252,0,8,253,0,15,252,0,12,252
46,3,0,13,0,1,2,98,0,1,1,213,11,0,3,255,0,6,255,0,1,248,0,2,252,0,9,252,0,16,252,0,8,253,0,15,252,0,12,252,0,14,252,0,7,252
22,3,0,11,0,1,2,98,0,1,1,214,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,8,0,1,2,98,0,1,1,211,11,0,15,255,0,14,255,0,7,249,0,12,253,0,13,253,0,3,253,0,5,253,0,6,253,0,1,253,0,2,253,0,9,252
46,3,0,3,0,1,2,98,0,1,1,211,11,0,5,255,0,6,255,0,1,250,0,2,252,0,9,253,0,8,252,0,15,253,0,14,252,0,13,252,0,7,253,0,12,252
37,3,0,6,0,1,2,97,0,1,2,211,8,0,2,255,0,9,255,0,8,250,0,14,252,0,12,252,0,13,252,0,7,252,0,3,253,0,0,0,0,0,0,0,0,0
46,3,0,14,0,1,2,98,0,1,1,208,11,0,8,255,0,15,255,0,12,248,0,13,253,0,7,253,0,5,252,0,3,253,0,6,253,0,1,252,0,2,253,0,9,253
22,3,0,11,0,1,2,98,0,1,1,208,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,0,16,0,1,2,97,0,1,2,208,4,0,13,255,0,7,255,0,10,248,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,0,6,0,1,2,97,0,1,2,206,8,0,2,255,0,9,255,0,14,248,0,8,253,0,12,253,0,13,252,0,3,252,0,7,252,0,0,0,0,0,0,0,0,0
46,3,0,8,0,1,2,98,0,1,1,203,11,0,15,255,0,12,255,0,13,248,0,5,253,0,3,252,0,6,253,0,7,253,0,1,253,0,2,253,0,9,252,0,14,252
22,3,0,11,0,1,2,98,0,1,1,203,3,0,1,255,0,4,255,0,15,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,3,0,1,2,98,0,1,1,203,11,0,6,255,0,7,255,0,1,248,0,2,252,0,9,252,0,14,252,0,8,253,0,15,253,0,13,252,0,12,253,0,5,253
37,3,0,9,0,1,2,97,0,1,2,201,8,0,2,255,0,14,255,0,8,249,0,12,253,0,13,253,0,7,252,0,3,253,0,6,252,0,0,0,0,0,0,0,0,0
25,4,0,4,0,1,2,98,0,1,1,198,4,0,15,255,0,5,255,0,11,250,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4,0,14,0,1,2,98,0,1,1,198,11,0,15,255,0,8,255,0,12,249,0,13,253,0,5,252,0,7,252,0,3,252,0,6,253,0,1,253,0,2,253,0,9,253
46,4,0,8,0,1,2,98,0,1,1,198,11,0,12,255,0,13,255,0,5,249,0,7,253,0,3,252,0,6,252,0,1,253,0,2,252,0,9,253,0,14,252,0,15,252
46,4,0,7,0,1,2,98,0,1,1,198,11,0,3,255,0,6,255,0,1,250,0,16,252,0,2,252,0,9,252,0,14,252,0,15,253,0,8,253,0,12,252,0,13,253
46,4,0,3,0,1,2,98,0,1,1,198,11,0,6,255,0,1,255,0,2,248,0,9,253,0,14,253,0,15,253,0,8,252,0,12,253,0,13,253,0,5,253,0,7,253
46,4,0,8,0,1,2,98,0,1,1,195,11,0,13,255,0,12,255,0,7,250,0,3,253,0,5,252,0,6,252,0,1,252,0,9,253,0,2,252,0,14,253,0,15,252
43,4,0,12,0,1,2,98,0,1,1,195,10,0,7,255,0,3,255,0,5,249,0,6,252,0,1,252,0,9,252,0,14,253,0,15,253,0,8,253,0,13,252,0,0,0
46,4,0,3,0,1,2,98,0,1,1,195,11,0,5,255,0,6,255,0,1,250,0,9,253,0,2,253,0,14,252,0,15,252,0,8,253,0,13,253,0,12,253,0,7,252
40,4,0,2,0,1,2,97,0,1,2,195,9,0,14,255,0,8,255,0,13,249,0,7,253,0,3,252,0,6,253,0,10,253,0,16,253,0,9,253,0,0,0,0,0,0
37,4,0,9,0,1,2,97,0,1,2,196,8,0,2,255,0,14,255,0,8,249,0,13,252,0,12,253,0,7,253,0,3,252,0,6,253,0,0,0,0,0,0,0,0,0
37,5,0,6,0,1,2,97,0,1,2,196,8,0,2,255,0,9,255,0,14,249,0,8,253,0,12,253,0,13,253,0,3,252,0,7,252,0,0,0,0,0,0,0,0,0
19,5,0,10,0,1,2,96,0,1,3,196,2,0,16,255,0,2,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5,0,15,0,1,2,98,0,1,1,193,10,0,8,255,0,12,255,0,11,248,0,13,253,0,3,253,0,7,252,0,5,253,0,1,252,0,14,253,0,4,253,0,0,0
43,5,0,8,0,1,2,98,0,1,1,192,10,0,12,255,0,13,255,0,3,249,0,7,252,0,1,252,0,2,252,0,9,253,0,14,252,0,15,252,0,6,253,0,0,0
40,5,0,12,0,1,2,98,0,1,1,193,9,0,13,255,0,3,255,0,7,248,0,1,253,0,9,253,0,14,253,0,15,253,0,8,253,0,6,252,0,0,0,0,0,0
34,5,0,5,0,1,2,97,0,1,1,193,7,0,1,255,0,14,255,0,4,249,0,15,253,0,8,253,0,12,252,0,3,253,0,0,0,0,0,0,0,0,0,0,0,0
19,5,0,10,0,1,2,96,0,1,3,193,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5,0,15,0,1,2,98,0,1,1,190,10,0,14,255,0,4,255,0,8,249,0,12,253,0,13,253,0,11,253,0,7,253,0,3,253,0,5,252,0,1,252,0,0,0
46,5,0,8,0,1,2,98,0,1,1,190,11,0,12,255,0,13,255,0,7,250,0,3,252,0,5,253,0,6,253,0,1,252,0,2,253,0,9,253,0,14,253,0,15,252
46,5,0,13,0,1,2,98,0,1,1,190,11,0,7,255,0,3,255,0,6,249,0,1,252,0,2,252,0,16,252,0,9,253,0,14,252,0,15,252,0,8,253,0,12,252
46,5,0,3,0,1,2,98,0,1,1,190,11,0,5,255,0,6,255,0,1,250,0,2,252,0,9,253,0,14,253,0,15,253,0,8,253,0,12,252,0,13,253,0,7,252
19,5,0,10,0,1,2,96,0,1,3,191,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,6,0,13,0,1,2,98,0,1,1,188,11,0,3,255,0,7,255,0,6,250,0,1,252,0,2,252,0,16,253,0,9,253,0,14,252,0,15,252,0,8,252,0,12,253
37,6,0,9,0,1,2,97,0,1,2,188,8,0,14,255,0,8,255,0,12,248,0,13,252,0,3,252,0,7,253,0,6,252,0,2,253,0,0,0,0,0,0,0,0,0
46,6,0,14,0,1,2,98,0,1,1,185,11,0,15,255,0,8,255,0,12,249,0,3,253,0,13,253,0,7,253,0,5,252,0,6,252,0,1,253,0,2,253,0,9,253
43,6,0,15,0,1,2,98,0,1,1,185,10,0,4,255,0,8,255,0,12,249,0,3,253,0,13,252,0,7,252,0,5,252,0,11,252,0,1,252,0,14,252,0,0,0
43,6,0,12,0,1,2,98,0,1,1,185,10,0,3,255,0,13,255,0,7,248,0,5,252,0,6,253,0,1,253,0,9,252,0,14,253,0,15,253,0,8,252,0,0,0
46,6,0,3,0,1,2,98,0,1,1,185,11,0,13,255,0,7,255,0,5,249,0,6,253,0,1,253,0,2,253,0,9,252,0,14,252,0,15,252,0,8,253,0,12,252
34,6,0,5,0,1,2,98,0,1,1,185,7,0,1,255,0,14,255,0,4,248,0,15,253,0,8,253,0,12,253,0,3,253,0,0,0,0,0,0,0,0,0,0,0,0
37,6,0,9,0,1,2,97,0,1,2,185,8,0,14,255,0,8,255,0,12,250,0,13,252,0,3,253,0,7,253,0,6,253,0,2,253,0,0,0,0,0,0,0,0,0
43,6,0,1,0,1,2,100,0,1,0,255,10,0,14,255,0,15,255,0,4,249,0,8,253,0,12,252,0,3,252,0,13,252,0,7,253,0,11,253,0,5,253,0,0,0
43,6,0,12,0,1,2,98,0,1,1,183,10,0,3,255,0,13,255,0,7,250,0,5,252,0,6,252,0,1,253,0,9,253,0,14,252,0,15,253,0,8,253,0,0,0
